,,,,,AWP/QTY,,,,,WAC/QTY,,,,,Base/QTY,,,,,MAF/QTY,,,,,PPL/QTY,,,,,PPA/QTY,,,,
PP_OO_DbMiReSp_GOV00074357501,PP_OO_DbMiReSp_GOV,74357501,LUPRON DEPOT-PED (6-MONTH),LHRH/GNRH AGONIST/ANTAGONISTS,31194.48,31618.2052,32345.0129,33044.7649,33719.1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00074366303,PP_OO_DbMiReSp_GOV,74366303,LUPRON DEPOT (3-MONTH),ONCOLOGY,6484.04,6672.4575,7006.7209,7339.2809,7670.0549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00074401412,PP_OO_DbMiReSp_GOV,74401412,KALETRA,HIV-MULTICLASS COMBO,10.2414,10.2414,10.2414,10.2414,10.2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00074455219,PP_OO_DbMiReSp_GOV,74455219,SYNTHROID,THYROID HORMONES,1.9868,2.0575,2.1722,2.2862,2.3996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00074518290,PP_OO_DbMiReSp_GOV,74518290,SYNTHROID,THYROID HORMONES,1.9874,2.0581,2.1728,2.2868,2.4002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00074659419,PP_OO_DbMiReSp_GOV,74659419,SYNTHROID,THYROID HORMONES,1.9873,2.058,2.1727,2.2867,2.4001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00074662490,PP_OO_DbMiReSp_GOV,74662490,SYNTHROID,THYROID HORMONES,1.9869,2.0575,2.1723,2.2864,2.3998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00074679922,PP_OO_DbMiReSp_GOV,74679922,KALETRA,HIV-MULTICLASS COMBO,10.2414,10.2414,10.2414,10.2414,10.2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00074732513,PP_OO_DbMiReSp_GOV,74732513,DEPAKOTE,ANTICONVULSANTS- 1ST GENERATION,2.4671,2.5554,2.6998,2.8439,2.9879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00074929690,PP_OO_DbMiReSp_GOV,74929690,SYNTHROID,THYROID HORMONES,1.9869,2.0575,2.1723,2.2863,2.3996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00078024015,PP_OO_DbMiReSp_GOV,78024015,SANDIMMUNE,TRANSPLANT,5.4903,5.58,5.7393,5.9017,6.0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00078043105,PP_OO_DbMiReSp_GOV,78043105,FOCALIN XR,ADHD & NARCOLEPSY MEDICATIONS,5.9886,5.9886,5.9886,5.9886,5.9886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00078045705,PP_OO_DbMiReSp_GOV,78045705,TRILEPTAL,ANTICONVULSANTS - 2ND GENERATION,23.4491,24.0414,25.1334,26.278,27.4769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00078050883,PP_OO_DbMiReSp_GOV,78050883,TEGRETOL,ANTICONVULSANTS - 2ND GENERATION,0.5302,0.5436,0.5682,0.5941,0.6212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00078052687,PP_OO_DbMiReSp_GOV,78052687,TASIGNA,ONCOLOGY,231.909,242.6375,262.1098,282.0454,302.4209,185.9204,0,0,0,0,2.8846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00078059287,PP_OO_DbMiReSp_GOV,78059287,TASIGNA,ONCOLOGY,231.909,242.6375,262.1098,282.0454,302.4209,185.9204,0,0,0,0,2.8846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00078063998,PP_OO_DbMiReSp_GOV,78063998,COSENTYX,IMMUNOMODULATORS,4578.74,4767.302,5112.4213,5465.7151,5827.0208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00078068266,PP_OO_DbMiReSp_GOV,78068266,TAFINLAR,ONCOLOGY,122.0768,127.6168,137.4682,147.4291,157.4794,97.8336,105.35,113.4825,121.7054,130.0021,2.935,3.1605,3.4045,3.6512,3.9001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00078071656,PP_OO_DbMiReSp_GOV,78071656,TABRECTA,ONCOLOGY,249.9957,258.1775,273.1097,288.246,303.5844,208.8106,220.3323,233.0757,245.9932,259.0832,3.1322,3.305,3.4961,3.6899,3.8862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00078082581,PP_OO_DbMiReSp_GOV,78082581,SANDOSTATIN LAR DEPOT,ENDOCRINE DISORDERS,8295.07,8386.8925,8537.2779,8678.1942,8810.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00078087463,PP_OO_DbMiReSp_GOV,78087463,KISQALI,ONCOLOGY,363.8133,380.317,409.652,439.3054,469.2169,291.5617,313.9528,338.1689,362.6479,387.3399,26.9695,29.0406,31.2806,33.5449,35.8289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00078091112,PP_OO_DbMiReSp_GOV,78091112,XIIDRA,OPHTHALMIC INTEGRIN ANTAGONIST,14.382,14.7234,15.4031,16.1378,16.9292,12.0399,12.5203,13.0983,13.7231,14.3961,5.5083,5.728,5.9925,6.2783,6.5862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00088221905,PP_OO_DbMiReSp_GOV,88221905,LANTUS SOLOSTAR,BASAL INSULIN,7.7107,7.7107,7.7107,7.7107,7.7107,6.425,6.425,6.425,6.425,6.425,1.9969,2.3773,2.3773,2.3773,2.3773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00088222033,PP_OO_DbMiReSp_GOV,88222033,LANTUS,BASAL INSULIN,7.711,7.711,7.711,7.711,7.711,6.426,6.426,6.426,6.426,6.426,1.9972,2.3776,2.3776,2.3776,2.3776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00088250033,PP_OO_DbMiReSp_GOV,88250033,APIDRA,RAPID ACTING,10.223,10.223,10.223,10.223,10.223,8.519,8.519,8.519,8.519,8.519,1.2523,1.4908,1.4908,1.4908,1.4908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00093171301,PP_OO_DbMiReSp_GOV,93171301,WARFARIN SODIUM,ORAL ANTICOAGULANTS,0.6393,0.6393,0.6393,0.6393,0.6393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00093171410,PP_OO_DbMiReSp_GOV,93171410,WARFARIN SODIUM,ORAL ANTICOAGULANTS,0.6593,0.6593,0.6593,0.6593,0.6593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00093171801,PP_OO_DbMiReSp_GOV,93171801,WARFARIN SODIUM,ORAL ANTICOAGULANTS,0.9482,0.9482,0.9482,0.9482,0.9482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00093172301,PP_OO_DbMiReSp_GOV,93172301,WARFARIN SODIUM,ORAL ANTICOAGULANTS,0.9811,0.9811,0.9811,0.9811,0.9811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00093360782,PP_OO_DbMiReSp_GOV,93360782,FLUTICASONE PROPIONATE/SALMETEROL,LABA LAMA COMBO,153.42,153.42,153.42,153.42,153.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00093360882,PP_OO_DbMiReSp_GOV,93360882,FLUTICASONE PROPIONATE/SALMETEROL,LABA LAMA COMBO,153.42,153.42,153.42,153.42,153.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00093598627,PP_OO_DbMiReSp_GOV,93598627,EPINEPHRINE,ANAPHYLAXIS THERAPY AGENTS,346.905,346.905,346.905,346.905,346.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00093733401,PP_OO_DbMiReSp_GOV,93733401,MYCOPHENOLATE MOFETIL,TRANSPLANT,3.9673,3.9673,3.9673,3.9673,3.9673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00093822928,PP_OO_DbMiReSp_GOV,93822928,SUNITINIB MALATE,ONCOLOGY,691.165,691.165,691.165,691.165,691.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00093902065,PP_OO_DbMiReSp_GOV,93902065,CYCLOSPORINE MODIFIED,TRANSPLANT,5.4963,5.4963,5.4963,5.4963,5.4963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00093960995,PP_OO_DbMiReSp_GOV,93960995,DOXEPIN HYDROCHLORIDE,ANTIPRURITICS - TOPICAL,16.9429,16.9429,16.9429,16.9429,16.9429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00115148601,PP_OO_DbMiReSp_GOV,115148601,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,7.0498,7.0498,7.0498,7.0498,7.0498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00115148801,PP_OO_DbMiReSp_GOV,115148801,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,7.0498,7.0498,7.0498,7.0498,7.0498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00115169449,PP_OO_DbMiReSp_GOV,115169449,EPINEPHRINE,ANAPHYLAXIS THERAPY AGENTS,247.005,247.005,247.005,247.005,247.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00115991901,PP_OO_DbMiReSp_GOV,115991901,DEXMETHYLPHENIDATE HYDROCHLORIDE ER,ADHD & NARCOLEPSY MEDICATIONS,9.097,9.097,9.097,9.097,9.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00143965901,PP_OO_DbMiReSp_GOV,143965901,TESTOSTERONE CYPIONATE,ANDROGENS,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00168042446,PP_OO_DbMiReSp_GOV,168042446,ADAPALENE,ACNE PRODUCTS,6.552,6.552,6.552,6.552,6.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00169185275,PP_OO_DbMiReSp_GOV,169185275,NOVOFINE AUTOCOVER PEN NEEDLE 30G X 8MM,NEEDLES & SYRINGES,0.9758,0.9786,0.9872,0.9974,1.009,0.8138,0.8177,0.8249,0.8334,0.8432,0.177,0.1779,0.1794,0.1813,0.1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00169191201,PP_OO_DbMiReSp_GOV,169191201,ZEGALOGUE,GLUCOSE,618,628.3538,644.6533,660.348,675.4858,521.2049,535.8497,549.7497,563.1339,576.0432,246.2693,253.189,259.7567,266.0808,272.1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00169191202,PP_OO_DbMiReSp_GOV,169191202,ZEGALOGUE,GLUCOSE,618,628.3538,644.6533,660.348,675.4858,521.2049,535.8497,549.7497,563.1339,576.0432,246.2693,253.189,259.7567,266.0808,272.1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00169203711,PP_OO_DbMiReSp_GOV,169203711,SOGROYA,GROWTH HORMONES,3517.08,3564.8537,3646.799,3725.6938,3801.7278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00169255013,PP_OO_DbMiReSp_GOV,169255013,TRESIBA FLEXTOUCH,BASAL INSULIN,81.3478,37.9199,37.9199,37.9199,37.9199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00169300415,PP_OO_DbMiReSp_GOV,169300415,NOVOLIN N FLEXPEN,SHORT ACTING,7.2873,7.2873,7.2873,7.2873,7.2873,6.073,6.073,6.073,6.073,6.073,0.3188,0.3188,0.3188,0.3188,0.3188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00169320515,PP_OO_DbMiReSp_GOV,169320515,FIASP PENFILL,RAPID ACTING,42.9973,18.7263,18.7263,18.7263,18.7263,35.831,8.9578,8.9578,8.9578,8.9578,5.5538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00169330312,PP_OO_DbMiReSp_GOV,169330312,NOVOLOG PENFILL,RAPID ACTING,10.7493,10.7493,10.7493,10.7493,10.7493,8.958,8.958,8.958,8.958,8.958,0.4703,0.4703,0.4703,0.4703,0.4703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00169406012,PP_OO_DbMiReSp_GOV,169406012,VICTOZA,GLUCAGON-LIKE PEPTIDE-1 AGONISTS (GLP1),108.7017,108.7017,108.7017,108.7017,108.7017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00169418113,PP_OO_DbMiReSp_GOV,169418113,OZEMPIC,GLUCAGON-LIKE PEPTIDE-1 AGONISTS (GLP1),399.0333,405.1332,415.5147,426.1623,437.0827,332.5301,341.0512,349.7906,358.754,367.947,177.9036,182.4624,187.138,191.9334,196.8517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00169430713,PP_OO_DbMiReSp_GOV,169430713,RYBELSUS,GLUCAGON-LIKE PEPTIDE-1 AGONISTS (GLP1),38.7407,39.3329,40.3408,41.3745,42.4347,32.679,33.5164,34.3752,35.2561,36.1595,17.4833,17.9313,18.3908,18.862,19.3454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00169430730,PP_OO_DbMiReSp_GOV,169430730,RYBELSUS,GLUCAGON-LIKE PEPTIDE-1 AGONISTS (GLP1),39.9033,40.5133,41.5515,42.6162,43.7083,33.2509,34.1029,34.9768,35.8731,36.7924,17.7892,18.2451,18.7126,19.1921,19.6839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00169431430,PP_OO_DbMiReSp_GOV,169431430,RYBELSUS,GLUCAGON-LIKE PEPTIDE-1 AGONISTS (GLP1),39.9033,40.5133,41.5515,42.6162,43.7083,33.2509,34.1029,34.9768,35.8731,36.7924,17.7892,18.2451,18.7126,19.1921,19.6839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00169451714,PP_OO_DbMiReSp_GOV,169451714,WEGOVY,GLP-1 ANTI-OBESITY AGENTS,539.6067,539.6067,539.6067,539.6067,539.6067,449.673,449.673,449.673,449.673,449.673,182.1176,274.3005,274.3005,274.3005,274.3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00169452514,PP_OO_DbMiReSp_GOV,169452514,WEGOVY,GLP-1 ANTI-OBESITY AGENTS,809.41,809.41,809.41,809.41,809.41,674.51,674.51,674.51,674.51,674.51,273.1766,411.4511,411.4511,411.4511,411.4511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00169770521,PP_OO_DbMiReSp_GOV,169770521,NORDITROPIN FLEXPRO,GROWTH HORMONES,1353.12,1391.2679,1458.2282,1524.4099,1589.801,1131.7627,1185.4772,1242.5331,1298.9254,1354.6441,804.6832,842.8743,883.441,923.536,963.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00169770821,PP_OO_DbMiReSp_GOV,169770821,NORDITROPIN FLEXPRO,GROWTH HORMONES,2029.68,2086.9018,2187.3423,2286.617,2384.7038,1697.6435,1778.2153,1863.799,1948.3894,2031.9675,1207.0245,1264.3111,1325.1611,1385.3049,1444.7289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00169830001,PP_OO_DbMiReSp_GOV,169830001,ESPEROCT,ANTIHEMOPHILIC PRODUCTS,3.2,3.2727,3.395,3.5125,3.6252,2.6717,2.7737,2.8773,2.9769,3.0724,0.4609,0.4785,0.4963,0.5135,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00173063302,PP_OO_DbMiReSp_GOV,173063302,LAMICTAL,ANTICONVULSANTS - 2ND GENERATION,12.8868,12.8868,12.8868,12.8868,12.8868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00173064360,PP_OO_DbMiReSp_GOV,173064360,LAMICTAL,ANTICONVULSANTS - 2ND GENERATION,14.4092,14.4092,14.4092,14.4092,14.4092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00173069600,PP_OO_DbMiReSp_GOV,173069600,ADVAIR DISKUS,LABA LAMA COMBO,3.9157,3.9157,3.9157,3.9157,3.9157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00173071620,PP_OO_DbMiReSp_GOV,173071620,ADVAIR HFA,LABA LAMA COMBO,31.8917,31.8917,31.8917,31.8917,31.8917,26.577,26.577,26.577,26.577,26.577,15.016,15.016,15.016,15.016,15.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00173071720,PP_OO_DbMiReSp_GOV,173071720,ADVAIR HFA,LABA LAMA COMBO,43.9717,43.9717,43.9717,43.9717,43.9717,36.643,36.643,36.643,36.643,36.643,20.7033,20.7033,20.7033,20.7033,20.7033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00173075700,PP_OO_DbMiReSp_GOV,173075700,LAMICTAL XR,ANTICONVULSANTS - 2ND GENERATION,39.5273,39.8644,40.914,42.1779,43.6501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00173076100,PP_OO_DbMiReSp_GOV,173076100,LAMICTAL XR,ANTICONVULSANTS - 2ND GENERATION,59.2923,59.7979,61.3724,63.2683,65.4767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00173085910,PP_OO_DbMiReSp_GOV,173085910,BREO ELLIPTA,LABA LAMA COMBO,8.1443,8.1443,8.1443,8.1443,8.1443,6.787,6.787,6.787,6.787,6.787,4.6491,4.6491,4.6491,4.6491,4.6491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00173086910,PP_OO_DbMiReSp_GOV,173086910,ANORO ELLIPTA,LABA LAMA COMBO,9.7818,9.9916,10.3262,10.6519,10.9694,8.1766,8.4711,8.7548,9.031,9.3002,3.6386,3.7697,3.8959,4.0188,4.1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00173088710,PP_OO_DbMiReSp_GOV,173088710,TRELEGY ELLIPTA,LABA LAMA COMBO,13.5482,13.7553,14.1078,14.4693,14.84,11.2901,11.5794,11.8762,12.1805,12.4926,5.8991,6.0503,6.2053,6.3643,6.5274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00173088810,PP_OO_DbMiReSp_GOV,173088810,ARNUITY ELLIPTA,INHALED CORTICOSTEROIDS (ICS),8.3397,8.4004,8.5894,8.816,9.0789,6.9683,7.0532,7.2118,7.4021,7.6228,4.9141,4.9739,5.0858,5.22,5.3757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00173091610,PP_OO_DbMiReSp_GOV,173091610,BREO ELLIPTA,LABA LAMA COMBO,8.1443,8.2808,8.4956,8.7024,8.9019,6.8688,7.0618,7.245,7.4213,7.5915,4.7051,4.8373,4.9628,5.0836,5.2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00178090001,PP_OO_DbMiReSp_GOV,178090001,THIOLA,URINARY STONE AGENTS,33.851,33.851,33.851,33.851,33.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00185064401,PP_OO_DbMiReSp_GOV,185064401,PHENTERMINE HYDROCHLORIDE,ANTI-OBESITY AGENTS,1.5671,1.5671,1.5671,1.5671,1.5671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00185084201,PP_OO_DbMiReSp_GOV,185084201,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,1.714,1.714,1.714,1.714,1.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00185500001,PP_OO_DbMiReSp_GOV,185500001,PHENTERMINE HYDROCHLORIDE,ANTI-OBESITY AGENTS,1.6498,1.6498,1.6498,1.6498,1.6498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00186037020,PP_OO_DbMiReSp_GOV,186037020,SYMBICORT,LABA LAMA COMBO,27.5628,27.5628,27.5628,27.5628,27.5628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00186037220,PP_OO_DbMiReSp_GOV,186037220,SYMBICORT,LABA LAMA COMBO,24.1137,24.1137,24.1137,24.1137,24.1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00186037228,PP_OO_DbMiReSp_GOV,186037228,SYMBICORT,LABA LAMA COMBO,24.0696,24.0696,24.0696,24.0696,24.0696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00187000625,PP_OO_DbMiReSp_GOV,187000625,CABTREO,ACNE PRODUCTS,22.8,23.182,23.7833,24.3624,24.9208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00187305050,PP_OO_DbMiReSp_GOV,187305050,ONEXTON,ACNE PRODUCTS,17.3578,17.5089,17.9796,18.5467,19.2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00187514650,PP_OO_DbMiReSp_GOV,187514650,RETIN-A MICRO,ACNE PRODUCTS,21.872,21.872,21.872,21.872,21.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00187514850,PP_OO_DbMiReSp_GOV,187514850,RETIN-A MICRO PUMP,ACNE PRODUCTS,21.872,21.872,21.872,21.872,21.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00187540004,PP_OO_DbMiReSp_GOV,187540004,JUBLIA,ANTIFUNGALS - TOPICAL,231.375,236.2012,246.2813,257.3406,269.3967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00193731150,PP_OO_DbMiReSp_GOV,193731150,CONTOUR NEXT BLOOD GLUCOSE TEST,DIABETES TEST STRIPS,1.32,1.32,1.32,1.32,1.32,1.1,1.1,1.1,1.1,1.1,1.0964,1.0964,1.0964,1.0964,1.0964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00193731221,PP_OO_DbMiReSp_GOV,193731221,CONTOUR NEXT BLOOD GLUCOSE TEST,DIABETES TEST STRIPS,1.32,1.32,1.32,1.32,1.32,1.1,1.1,1.1,1.1,1.1,1.0982,1.0982,1.0982,1.0982,1.0982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00193731401,PP_OO_DbMiReSp_GOV,193731401,CONTOUR NEXT CONTROL LEVEL 2,DIABETES MONITORING AND TESTING SUPPLIES,8.82,8.843,8.914,8.998,9.0938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00193731501,PP_OO_DbMiReSp_GOV,193731501,CONTOUR NEXT CONTROL LEVEL 1,DIABETES MONITORING AND TESTING SUPPLIES,8.82,8.843,8.914,8.998,9.0938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00193755301,PP_OO_DbMiReSp_GOV,193755301,CONTOUR NEXT EZ BLOOD GLUCOSE MONITORING SYSTEM,DIABETES MONITORING AND TESTING SUPPLIES,18,18,18,18,18,15,15,15,15,15,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
